page_id,document_id,file_name,page,char_count,word_count,image_count,table_count,reason,suggested_action,text_preview,review_status,review_notes
64a6ace21075e3f9_p0005,64a6ace21075e3f9,Lect.7 Spatial Regression Analysis.pdf,5,0,0,3,0,empty_text;has_images,render_or_ocr,,,
64a6ace21075e3f9_p0019,64a6ace21075e3f9,Lect.7 Spatial Regression Analysis.pdf,19,0,0,1,0,empty_text;has_images,render_or_ocr,,,
64a6ace21075e3f9_p0020,64a6ace21075e3f9,Lect.7 Spatial Regression Analysis.pdf,20,0,0,1,0,empty_text;has_images,render_or_ocr,,,
64a6ace21075e3f9_p0021,64a6ace21075e3f9,Lect.7 Spatial Regression Analysis.pdf,21,0,0,1,0,empty_text;has_images,render_or_ocr,,,
64a6ace21075e3f9_p0025,64a6ace21075e3f9,Lect.7 Spatial Regression Analysis.pdf,25,68,14,1,0,low_text;has_images,inspect_visual_page,"卢宾宾、葛咏、秦昆、郑江华. 地理加权回归分析技术综述[J]. 武汉大学学报(信息科学版), 2020, v.45(09):41-51.",,
64a6ace21075e3f9_p0048,64a6ace21075e3f9,Lect.7 Spatial Regression Analysis.pdf,48,0,0,3,0,empty_text;has_images,render_or_ocr,,,
64a6ace21075e3f9_p0049,64a6ace21075e3f9,Lect.7 Spatial Regression Analysis.pdf,49,7,1,2,0,low_text;has_images,inspect_visual_page,未画出南沙群岛,,
ecc7112de3860fb0_p0006,ecc7112de3860fb0,Lect.8 Spatial Clustering Analysis 2025.pdf,6,0,0,2,0,empty_text;has_images,render_or_ocr,,,
ecc7112de3860fb0_p0025,ecc7112de3860fb0,Lect.8 Spatial Clustering Analysis 2025.pdf,25,0,0,2,0,empty_text;has_images,render_or_ocr,,,
ecc7112de3860fb0_p0039,ecc7112de3860fb0,Lect.8 Spatial Clustering Analysis 2025.pdf,39,65,10,1,0,low_text;has_images,inspect_visual_page,How about using maximum-distance to cluster 9 agricultural areas？,,
ecc7112de3860fb0_p0043,ecc7112de3860fb0,Lect.8 Spatial Clustering Analysis 2025.pdf,43,0,0,0,0,empty_text,check_if_cover_or_section_divider,,,
ecc7112de3860fb0_p0049,ecc7112de3860fb0,Lect.8 Spatial Clustering Analysis 2025.pdf,49,0,0,1,0,empty_text;has_images,render_or_ocr,,,
ecc7112de3860fb0_p0052,ecc7112de3860fb0,Lect.8 Spatial Clustering Analysis 2025.pdf,52,7,4,2,0,low_text;has_images,inspect_visual_page,邻 邻 邻 邻,,
ecc7112de3860fb0_p0062,ecc7112de3860fb0,Lect.8 Spatial Clustering Analysis 2025.pdf,62,0,0,1,0,empty_text;has_images,render_or_ocr,,,
47393fc528dc9827_p0013,47393fc528dc9827,Lect.9 Machine Learning Classification -2025.pdf,13,48,10,6,0,low_text;has_images,inspect_visual_page,Example 1 size color Class A Class B small large,,
47393fc528dc9827_p0037,47393fc528dc9827,Lect.9 Machine Learning Classification -2025.pdf,37,19,4,3,0,low_text;has_images,inspect_visual_page,Power of the crowds,,
47393fc528dc9827_p0042,47393fc528dc9827,Lect.9 Machine Learning Classification -2025.pdf,42,47,7,29,0,low_text;has_images,inspect_visual_page,X1 X2 Bagging for classification: Majority vote,,
47393fc528dc9827_p0047,47393fc528dc9827,Lect.9 Machine Learning Classification -2025.pdf,47,13,2,4,0,low_text;has_images,inspect_visual_page,Random Forest,,
47393fc528dc9827_p0058,47393fc528dc9827,Lect.9 Machine Learning Classification -2025.pdf,58,47,8,3,0,low_text;has_images,inspect_visual_page,Out-of-Bag Error Estimation Using Majority Vote,,
47393fc528dc9827_p0063,47393fc528dc9827,Lect.9 Machine Learning Classification -2025.pdf,63,18,2,3,0,low_text;has_images,inspect_visual_page,Evaluation Metrics,,
8271ea381679ebe4_p0001,8271ea381679ebe4,Review our Course 2025.pdf,1,76,14,2,0,low_text;has_images,inspect_visual_page,"Review the Course Lizhen Lu LLZ_GIS@ZJU.EDU.CN School of Earth Sciences, ZJU",,
8271ea381679ebe4_p0042,8271ea381679ebe4,Review our Course 2025.pdf,42,57,6,0,0,low_text,check_if_cover_or_section_divider,Bandwidth Weighting function Bandwidth Weighting function,,
8271ea381679ebe4_p0057,8271ea381679ebe4,Review our Course 2025.pdf,57,13,2,3,0,low_text;has_images,inspect_visual_page,Random Forest,,
b14658087f324bf6_p0001,b14658087f324bf6,备份 Review our Course 2025 20250613 21-55-27.pdf,1,76,14,2,0,low_text;has_images,inspect_visual_page,"Review the Course Lizhen Lu LLZ_GIS@ZJU.EDU.CN School of Earth Sciences, ZJU",,
b14658087f324bf6_p0042,b14658087f324bf6,备份 Review our Course 2025 20250613 21-55-27.pdf,42,57,6,0,0,low_text,check_if_cover_or_section_divider,Bandwidth Weighting function Bandwidth Weighting function,,
b14658087f324bf6_p0057,b14658087f324bf6,备份 Review our Course 2025 20250613 21-55-27.pdf,57,13,2,3,0,low_text;has_images,inspect_visual_page,Random Forest,,
