chunk_id,document_id,file_name,lecture_no,lecture_title_en,lecture_title_zh,page_start,page_end,knowledge_type,difficulty,language,keywords,content_preview,keep,is_core_knowledge,corrected_topic,corrected_knowledge_type,review_notes
f4dd0c64c6159a6b_p0019_c01,f4dd0c64c6159a6b,Lect.10 Time Series Analysis -2025.pdf,10,Time Series Analysis,时间序列分析,19,19,method,advanced,en,time series,"Cyclical Component (C) • Cyclical Component (C): the component exists when data exhibit rises and falls that are not of fixed period. 0 时间 观测值（y) 循环曲线 趋势线 A B 趋势与循环 • Many people confuse cyclic behaviour with seasonal behaviour, but they are really quite different. • If the fluctuations are not of fixed period then they are cyclic; if the period is unchanging and associated with some aspect of the calendar, then the pattern is seasonal. • In general, the average length of cycles is longer than the length of a se...",,,,,
f4dd0c64c6159a6b_p0021_c01,f4dd0c64c6159a6b,Lect.10 Time Series Analysis -2025.pdf,10,Time Series Analysis,时间序列分析,21,21,method,advanced,en,time series,0 50 100 150 200 250 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 0 500 1000 1500 2000 2500 3000 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 0 1000 2000 3000 4000 1 3 5 7 9 11 13 15 17 19 0 1000 2000 3000 4000 5000 1 3 5 7 9 11 13 15 17 19 Stable & Irregular Trend & Irregular Seasonal Cyclical & Trend Time series with different components,,,,,
f4dd0c64c6159a6b_p0022_c01,f4dd0c64c6159a6b,Lect.10 Time Series Analysis -2025.pdf,10,Time Series Analysis,时间序列分析,22,22,method,advanced,en,time series,"Time series with different components • Strong seasonality within each year • Some strong cyclic period of about 6–10 years • No apparent trend. • No seasonality, • Obvious downward trend • Strong increasing trend • Strong seasonality within each year • No trend • No seasonality • No cycle",,,,,
f4dd0c64c6159a6b_p0023_c01,f4dd0c64c6159a6b,Lect.10 Time Series Analysis -2025.pdf,10,Time Series Analysis,时间序列分析,23,23,method,advanced,en,time series; OLS,0 3000 6000 9000 12000 15000 1990 1992 1994 1996 1998 2000 2002 2004 人均GDP 0 50 100 150 200 250 300 1990 1992 1994 1996 1998 2000 2002 2004 轿车产量 0 10 20 30 40 50 60 1990 1992 1994 1996 1998 2000 2002 2004 机床产量 0 100 200 300 400 500 600 700 1990 1992 1994 1996 1998 2000 2002 2004 棉花产量 GDP per capita series Car production series Production of metal cutting machine tools Time series with different components Cotton production series,,,,,
f4dd0c64c6159a6b_p0025_c01,f4dd0c64c6159a6b,Lect.10 Time Series Analysis -2025.pdf,10,Time Series Analysis,时间序列分析,25,25,method,advanced,en,time series; model,"Time Series Models Additive Model: Y t = T t + S t + C t + I t Multiplicative Model： Y t = T t × S t × C t × I t where Yt is the data at period t, St is the seasonal component at period t, Tt is the trend component at period t , Ct is the cycle component at period t and It is the remainder (or irregular or error) component at period t.",,,,,
f4dd0c64c6159a6b_p0026_c01,f4dd0c64c6159a6b,Lect.10 Time Series Analysis -2025.pdf,10,Time Series Analysis,时间序列分析,26,26,method,advanced,en,time series; model,"Time Series Models Y t = T t × S t × C t × I t log Y t = log T t + log S t +log C t + log I t is equivalent to • An alternative to using a multiplicative model, is to first transform the data until the variation in the series appears to be stable over time, and then use an additive model. • When a log transformation has been used, this is equivalent to using a multiplicative decomposition because",,,,,
f4dd0c64c6159a6b_p0028_c01,f4dd0c64c6159a6b,Lect.10 Time Series Analysis -2025.pdf,10,Time Series Analysis,时间序列分析,28,28,method,advanced,en,time series; model,"Time Series Models Additive Model: Y t = T t + S t + C t + I t Multiplicative Model： Y t = T t × S t × C t × I t • The additive model is most appropriate if the magnitude of the seasonal fluctuations or the variation around the trend and cycle does not vary with the level of the time series. • When the variation in the seasonal pattern, or the variation around the trend and cycle, appears to be proportional to the level of the time series, then a multiplicative model is more appropriate.",,,,,
f4dd0c64c6159a6b_p0031_c01,f4dd0c64c6159a6b,Lect.10 Time Series Analysis -2025.pdf,10,Time Series Analysis,时间序列分析,31,31,method,advanced,en,time series,"• The moving average method uses the most recent n data values in the time series as the forecast for the next period. It includes simple moving average and weighted moving average . • “Moving” is used because every time a new observation becomes available for the time series, it replace the oldest observation in formula and a new average is computed. 1. Moving average Moving average = Σ(most recent n data values)/ n",,,,,
f4dd0c64c6159a6b_p0033_c01,f4dd0c64c6159a6b,Lect.10 Time Series Analysis -2025.pdf,10,Time Series Analysis,时间序列分析,33,33,method,advanced,en,time series,• Forecast accuracy An import consideration in selecting a forecasting method is the accuracy of the forecast. the mean squared errors (MSE) can be used to develop a measure of accuracy. • MSE: Average of the Sum of Squared Errors. it is often used to measure the accuracy of a forecasting method. 1. Moving average 𝑀𝑆𝐸 = 𝑇ℎ𝑒 𝑠𝑢𝑚 𝑜𝑓 𝑠𝑞𝑢𝑎𝑟𝑒𝑑 𝑒𝑟𝑟𝑜𝑟𝑠 𝒏 (𝑡ℎ𝑒 𝑛𝑢𝑚𝑏𝑒𝑟 𝑜𝑓 𝑒𝑟𝑟𝑜𝑟𝑠),,,,,
f4dd0c64c6159a6b_p0034_c01,f4dd0c64c6159a6b,Lect.10 Time Series Analysis -2025.pdf,10,Time Series Analysis,时间序列分析,34,34,method,advanced,en,time series,2007.1-2008.9 CPI in China Months of the year Consumer price index(%) the moving average k=3 the moving average k=5 2007.1 102.2 - 2007.2 102.7 102.450 2007.3 103.3 102.733 102.733 2007.4 103.0 103.000 102.800 2007.5 103.4 103.233 102.920 2007.6 104.4 103.600 103.360 2007.7 105.6 104.467 103.940 2007.8 106.5 105.500 104.580 2007.9 106.2 106.100 105.220 2007.1 106.5 106.400 105.840 2007.11 106.9 106.533 106.340 Example Analysis,,,,,
f4dd0c64c6159a6b_p0035_c01,f4dd0c64c6159a6b,Lect.10 Time Series Analysis -2025.pdf,10,Time Series Analysis,时间序列分析,35,35,method,advanced,en,time series,2007.1-2008.9 CPI in China - 2 Months of the year Consumer price index(%) the moving average k=3 the moving average k=5 2007.12 106.5 106.633 106.52 2008.1 107.1 106.833 106.64 2008.2 108.7 107.433 107.14 2008.3 108.3 108.033 107.50 2008.4 108.5 108.500 107.82 2008.5 107.7 108.167 108.06 2008.6 107.1 107.767 108.06 2008.7 106.3 107.033 107.58 2008.8 104.9 106.100 2008.9 104.9 - Example Analysis,,,,,
f4dd0c64c6159a6b_p0036_c01,f4dd0c64c6159a6b,Lect.10 Time Series Analysis -2025.pdf,10,Time Series Analysis,时间序列分析,36,36,method,advanced,en,time series,Example Analysis Consumer price index(%) 98 100 102 104 106 108 110 Monthsof 2007.2 2007.4 2007.6 2007.8 2007.1 2007.12 2008.2 2008.4 2008.6 2008.8 Consumer price index(%) the moving average k=3 98100102104106108110 Monthsof 2007.2 2007.4 2007.6 2007.8 2007.1 2007.12 2008.2 2008.4 2008.6 the moving average k=3 the moving average k=5 100 102104 106108 110 Monthsof 2007.1 2007.2 2007.3 2007.4 2007.5 2007.6 2007.7 2007.8 2007.9 2007.1 2007.11 2007.12 2008.1 2008.2 2008.3 2008.4 the moving average k=5,,,,,
